epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,11430.5830078125,,,,,
0,,19,,8606.837890625,,,,,
0,,28,,,5502.59130859375,0.0921490341424942,8421.46875,0.08411453664302826,5502.59130859375
0,,28,10595.693359375,,,,,,
,0.0003,29,,,,,,,
1,,29,,7336.6376953125,,,,,
1,,39,,7283.10888671875,,,,,
1,,49,,6584.5810546875,,,,,
1,,57,,,4370.8349609375,0.07758980244398117,8047.18115234375,0.06824587285518646,4370.8349609375
1,,57,6470.533203125,,,,,,
,0.0003,58,,,,,,,
2,,59,,5858.78125,,,,,
2,,69,,5800.21435546875,,,,,
2,,79,,5402.90283203125,,,,,
2,,86,,,4151.2060546875,0.07486222684383392,8039.21630859375,0.06512691080570221,4151.2060546875
2,,86,5662.6259765625,,,,,,
,0.0003,87,,,,,,,
3,,89,,4976.76025390625,,,,,
3,,99,,5399.6240234375,,,,,
3,,109,,4650.70947265625,,,,,
3,,115,,,4310.7216796875,0.07578103989362717,7830.2041015625,0.06713800132274628,4310.7216796875
3,,115,5030.15478515625,,,,,,
,0.0003,116,,,,,,,
4,,119,,4746.00927734375,,,,,
4,,129,,4528.1826171875,,,,,
4,,139,,5170.2041015625,,,,,
4,,144,,,4417.44287109375,0.07791616022586823,7957.6435546875,0.0688478946685791,4417.44287109375
4,,144,4614.32861328125,,,,,,
,0.0003,145,,,,,,,
5,,149,,4354.92236328125,,,,,
5,,159,,4273.9345703125,,,,,
5,,169,,4407.01025390625,,,,,
5,,173,,,4370.57763671875,0.0766122117638588,7739.87451171875,0.0681387260556221,4370.57763671875
5,,173,4348.5556640625,,,,,,
,0.0003,174,,,,,,,
6,,179,,4291.5732421875,,,,,
6,,189,,4209.16552734375,,,,,
6,,199,,4197.6513671875,,,,,
6,,202,,,4899.896484375,0.08296435326337814,7719.56884765625,0.07542293518781662,4899.896484375
6,,202,4159.75341796875,,,,,,
,0.0003,203,,,,,,,
7,,209,,3727.627197265625,,,,,
7,,219,,4000.24365234375,,,,,
7,,229,,4096.6494140625,,,,,
7,,231,,,4644.02001953125,0.07999515533447266,7631.765625,0.07200548052787781,4644.02001953125
7,,231,4067.6220703125,,,,,,
