epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,9307.15625,,,,,
0,,19,,5882.5234375,,,,,
0,,19,,,18480.341796875,0.2634466290473938,20717.279296875,0.30326545238494873,18480.341796875
0,,19,8578.1689453125,,,,,,
,0.0003,20,,,,,,,
1,,29,,3428.079345703125,,,,,
1,,39,,3683.762451171875,,,,,
1,,39,,,7981.744140625,0.13602715730667114,9942.2138671875,0.12851452827453613,7981.744140625
1,,39,4442.201171875,,,,,,
,0.0003,40,,,,,,,
2,,49,,3445.1591796875,,,,,
2,,59,,3894.689697265625,,,,,
2,,59,,,8748.75390625,0.1433306783437729,10070.4716796875,0.1405898779630661,8748.75390625
2,,59,3182.62060546875,,,,,,
,0.0003,60,,,,,,,
3,,69,,3367.984130859375,,,,,
3,,79,,2288.138427734375,,,,,
3,,79,,,9157.2587890625,0.14910703897476196,10289.0625,0.14784666895866394,9157.2587890625
3,,79,2983.837158203125,,,,,,
,0.0003,80,,,,,,,
4,,89,,2599.908935546875,,,,,
4,,99,,2547.754638671875,,,,,
4,,99,,,9414.0439453125,0.1528468281030655,10386.1953125,0.15228363871574402,9414.0439453125
4,,99,2873.492431640625,,,,,,
,0.0003,100,,,,,,,
5,,109,,3080.171875,,,,,
